DATE,station,name,prcp,snow,tmax,tmin,target,rolling_3_tmax,tmax_pct_change,rolling_3_tmin,tmin_pct_change,rolling_3_prcp,prcp_pct_change,rolling_14_tmax,rolling_14_tmin,rolling_14_prcp
1975-01-15,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,63.0,31.0,54.0,56.333333333333336,0.12071156289707749,25.666666666666668,-0.10515463917525782,0.0,-1.0,56.214285714285715,34.642857142857146,0.04571428571428571
1975-01-16,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,54.0,36.0,49.0,58.666666666666664,-0.047858942065491204,32.0,0.04781704781704791,0.0,-1.0,56.714285714285715,34.357142857142854,0.015714285714285715
1975-01-17,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.03,0.0,49.0,44.0,61.0,55.333333333333336,-0.1349306431273645,37.0,0.26229508196721324,0.01,0.68,56.642857142857146,34.857142857142854,0.017857142857142856
1975-01-18,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.01,0.0,61.0,45.0,58.0,54.666666666666664,0.07017543859649122,41.666666666666664,0.25,0.013333333333333334,-0.46153846153846156,57.0,36.0,0.018571428571428572
1975-01-19,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,58.0,36.0,56.0,56.0,0.02010050251256287,41.666666666666664,0.001988071570576484,0.013333333333333334,-1.0,56.857142857142854,35.92857142857143,0.018571428571428572
1975-01-20,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,56.0,25.0,62.0,58.333333333333336,-0.007594936708860796,35.333333333333336,-0.291497975708502,0.0033333333333333335,-1.0,56.42857142857143,35.285714285714285,0.018571428571428572
1975-01-21,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,62.0,39.0,46.0,58.666666666666664,0.115681233933162,33.333333333333336,0.11885245901639355,0.0,-1.0,55.57142857142857,34.857142857142854,0.018571428571428572
1975-01-22,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,46.0,38.0,60.0,54.666666666666664,-0.15485564304461946,34.0,0.10833333333333336,0.0,-1.0,54.42857142857143,34.285714285714285,0.018571428571428572
1975-01-23,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,60.0,39.0,65.0,56.0,0.11850865512649794,38.666666666666664,0.1518987341772153,0.0,-1.0,53.642857142857146,33.857142857142854,0.004285714285714286
1975-01-24,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.1,0.0,65.0,48.0,72.0,57.0,0.1989459815546772,41.666666666666664,0.39419087136929454,0.03333333333333333,9.0,54.214285714285715,34.42857142857143,0.01
1975-01-25,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,72.0,39.0,67.0,65.66666666666667,0.2775665399239544,42.0,0.11428571428571428,0.03333333333333333,-1.0,56.357142857142854,35.0,0.01
1975-01-26,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,67.0,45.0,81.0,68.0,0.1452991452991453,44.0,0.2328767123287671,0.03333333333333333,-1.0,58.5,36.5,0.01
