"STATION","NAME","DATE","ACMH","ACSH","AWND","FMTM","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WESD","WSF1","WSF2","WSF5","WSFG","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV03"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1985-11-17","  100","  100","9.84"," 2352"," 2353","0.00",,"0.0","0.0",,"70","53","    0","  180",,,"  180",,"17.0",,,"27.5","    1",,,,,,,,,,,,"    1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1985-11-18","   90","   90","19.69"," 1537"," 1503","0.16",,"0.0","0.0",,"76","70","  144","  190",,,"  180",,"25.9",,,"35.6","    1",,"    1",,,,,,,,,,"    1",,"    1",,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1985-11-19","   70","   60","19.01"," 1447"," 1727","0.00",,"0.0","0.0",,"76","38","  338","  330",,,"  360",,"25.9",,,"35.6","    1",,,,,,,,,,,,"    1",,"    1",,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1985-11-20","   60","   40","13.42"," 0152"," 0033","0.00",,"0.0","0.0",,"49","32","  425","   10",,,"  360",,"17.9",,,"27.5",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1985-11-21","   90","  100","6.93"," 0052"," 0717","0.00",,"0.0","0.0",,"50","43","    0","   20",,,"   90",,"12.1",,,"17.2",,,,,,,,,,,,,,,"    1",,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1985-11-22","   80","  100","7.61"," 2334"," 2307","0.00",,"0.0","0.0",,"62","41","   30","  180",,,"  180",,"13.0",,,"18.3",,,,,,,,"    1",,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1985-11-23","   80","   70","13.87"," 0950"," 1118","0.00",,"0.0","0.0",,"78","54","  334","  190",,,"  180",,"19.9",,,"26.4","    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1985-11-24","  100","  100","7.61"," 0551"," 0357","0.00",,"0.0","0.0",,"54","47","    0","  360",,,"  360",,"13.0",,,"18.3","    1","    1",,,,,,,,,,,"    1",,"    1",,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1985-11-25","  100","  100","10.29"," 2350"," 2315","0.00",,"0.0","0.0",,"76","52","    0","  180",,,"  180",,"23.0",,,"28.9","    1","    1",,,,,,,,,,,"    1",,"    1",,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1985-11-26","  100","  100","14.76"," 0146"," 2317","0.74",,"0.0","0.0",,"74","52","    0","  190",,,"  360",,"23.9",,,"32.2",,,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1985-11-27","  100","  100","13.20"," 0452"," 0619","0.11",,"0.0","0.0",,"52","36","    0","  340",,,"  360",,"19.9",,,"25.3","    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1985-11-28","   80","   80","10.07"," 1547"," 1605","0.00",,"0.0","0.0",,"42","31","  222","   40",,,"   45",,"15.0",,,"21.9","    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1985-11-29","  100","  100","6.93"," 1649"," 2029","0.00",,"0.0","0.0",,"47","35","    0","  130",,,"  135",,"12.1",,,"16.1","    1",,,,,,,,,,,,"    1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1985-11-30","  100","  100","12.30"," 1929"," 2344","0.33",,"0.0","0.0",,"67","39","    0","  280",,,"  315",,"33.1",,,"44.7","    1","    1","    1",,,,,,,,,,"    1",,"    1",,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1985-12-01","   40","   30","19.69"," 0019"," 0017","0.00",,"0.0","0.0",,"39","24","  514","  320",,,"  315",,"36.9",,,"42.5",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1985-12-02","   10","    0","12.08"," 0847"," 0031","0.00",,"0.0","0.0",,"34","19","  608","  360",,,"  360",,"17.0",,,"26.4",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1985-12-03","   80","  100","8.95"," 1207"," 1205","0.00",,"0.0","0.0",,"46","24","  181","  170",,,"  180",,"16.1",,,"20.8",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1985-12-04","   70","   70","10.29"," 2250"," 0010","0.00",,"0.0","0.0",,"59","42","  216","  350",,,"  180",,"16.1",,,"21.9","    1",,,,,,,,,,,,"    1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1985-12-05","    0","    0","9.17"," 1350"," 1501","0.00",,"0.0","0.0",,"60","35","  605","  310",,,"  315",,"14.1",,,"20.8",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1985-12-06","   60","   90","9.17"," 1247"," 1244","0.00",,"0.0","0.0",,"65","33","  545","  180",,,"  180",,"17.0",,,"21.9",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1985-12-07","   40","   30","13.20"," 1050"," 1053","0.00",,"0.0","0.0",,"69","44","  594","  180",,,"  180",,"25.9",,,"34.4",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1985-12-08","   20","   20","7.16"," 2352"," 1500","0.00",,"0.0","0.0",,"67","36","  604","  170",,,"   90",,"10.1",,,"17.2",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1985-12-09","   90","  100","15.88"," 2350"," 1230","0.01",,"0.0","0.0",,"74","56","   19","  170",,,"  180",,"23.0",,,"33.3","    1",,,,,,,,,,,,"    1",,"    1",,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1985-12-10","  100","  100","15.88"," 2252"," 1704","0.53",,"0.0","0.0",,"66","36","    0","  330",,,"  315",,"23.0",,,"30.0","    1",,,,,,,,,,,,"    1",,"    1",,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1985-12-11","  100","  100","19.01"," 0702"," 0622","0.07",,"0.0","0.0",,"37","31","    0","  340",,,"  315",,"29.1",,,"35.6","    1",,"    1",,,"    1",,,,,,,"    1","    1","    1",,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1985-12-12","  100","  100","15.43"," 2251"," 2255","0.00",,"0.0","0.0",,"35","29","    0","  320",,,"  315",,"25.1",,,"30.0","    1",,,,,"    1",,,,,,,"    1",,,"    1","    1",,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1985-12-13","   60","   70","18.34"," 1650"," 1925","0.00",,"0.0","0.0",,"32","19","  290","  330",,,"  360",,"23.0",,,"32.2",,,,,,,,,,,,,,,,,"    1",,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1985-12-14","    0","    0","9.17"," 1950"," 1657","0.00",,"0.0","0.0",,"46","16","  600","  170",,,"  180",,"15.0",,,"23.0",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1985-12-15","   20","    0","8.50"," 1047"," 1037","0.00",,"0.0","0.0",,"51","26","  600","  220",,,"  225",,"13.0",,,"19.5",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1985-12-16","   40","   70","4.47"," 2350"," 2350","0.00",,"0.0","0.0",,"57","27","  542","  350",,,"  360",,"12.1",,,"11.4",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1985-12-17","   10","   10","6.49"," 0350"," 2256","0.00",,"0.0","0.0",,"58","29","  593","  310",,,"  180",,"12.1",,,"12.8",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1985-12-18","   10","   20","11.41"," 0850"," 0854","0.00",,"0.0","0.0",,"42","27","  557","   20",,,"  360",,"25.9",,,"34.4",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1985-12-19","   10","   30","6.93"," 1350"," 1355","0.00",,"0.0","0.0",,"49","22","  599","  180",,,"  180",,"15.0",,,"21.9",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1985-12-20","   30","   70","7.61"," 1150"," 1157","0.00",,"0.0","0.0",,"47","29","  330","   60",,,"   45",,"12.1",,,"18.3",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1985-12-21","    0","    0","6.04"," 2147"," 2311","0.00",,"0.0","0.0",,"59","25","  599","  200",,,"  225",,"10.1",,,"16.1",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1985-12-22","   10","    0","10.07"," 1547"," 1253","0.00",,"0.0","0.0",,"70","36","  599","  320",,,"  225",,"15.0",,,"21.9","    1",,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1985-12-23","   10","   20","11.18"," 2149"," 1939","0.00",,"0.0","0.0",,"69","40","  585","   20",,,"  360",,"17.9",,,"25.3",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1985-12-24","   50","   40","14.76"," 1150"," 2008","0.00",,"0.0","0.0",,"54","31","  539","  350",,,"  360",,"21.9",,,"30.0",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1985-12-25","   50","   50","11.18"," 0148"," 0140","0.00",,"0.0","0.0",,"31","22","  436","  360",,,"  360",,"17.9",,,"25.3",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1985-12-26","   10","   10","13.42"," 1550"," 1545","0.00",,"0.0","0.0",,"60","22","  599","  200",,,"  180",,"21.0",,,"27.5",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1985-12-27","   50","   80","9.17"," 1447"," 1444","0.00",,"0.0","0.0",,"55","35","  120","   40",,,"   45",,"16.1",,,"19.5","    1","    1",,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1985-12-28","    0","    0","6.26"," 1550"," 1301","0.00",,"0.0","0.0",,"57","28","  600","  130",,,"  135",,"8.9",,,"16.1",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1985-12-29","    0","    0","6.71"," 1447"," 1514","0.00",,"0.0","0.0",,"60","30","  600","  140",,,"  135",,"13.0",,,"15.0",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1985-12-30","   30","   40","16.11"," 1354"," 1521","0.00",,"0.0","0.0",,"69","39","  390","  180",,,"  180",,"25.1",,,"32.2","    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1985-12-31","   40","   40","14.54"," 0647"," 1201","0.00",,"0.0","0.0",,"56","37","  354","   20",,,"  360",,"23.0",,,"28.9","    1",,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-01-01","   60","   50","7.61"," 2050"," 1238","0.00",,"0.0","0.0",,"54","33","  409","  180",,,"  180",,"14.1",,,"18.3",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-01-02","   40","   50","10.51"," 0951"," 0953","0.00",,"0.0","0.0",,"63","35","  533","  190",,,"  180",,"19.9",,,"23.0",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-01-03","   60","   80","7.16"," 2350"," 2359","0.00",,"0.0","0.0",,"59","32","  506","  160",,,"  180",,"12.1",,,"16.1",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-01-04","   50","   10","16.33"," 1450"," 1009","0.00",,"0.0","0.0",,"58","35","  590","  350",,,"  360",,"30.0",,,"40.3",,,,,,,,,,,,,,,"    1",,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-01-05","   50","   50","9.17"," 2248"," 1733","0.00",,"0.0","0.0",,"48","25","  564","  190",,,"  180",,"13.0",,,"17.2",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-01-06","   40","   60","16.11"," 1250"," 1158","0.00",,"0.0","0.0",,"59","34","  508","  200",,,"  180",,"30.0",,,"38.0",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-01-07","  100","  100","19.91"," 1650"," 1608","0.00",,"0.0","0.0",,"49","31","   61","   10",,,"  360",,"25.9",,,"34.4",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-01-08","   90","  100","12.53"," 1150"," 0328","0.00",,"0.0","0.0",,"41","24","  438","   10",,,"   45",,"17.9",,,"26.4",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-01-09","   20","   10","7.61"," 1150"," 1423","0.00",,"0.0","0.0",,"48","25","  577","  320",,,"  360",,"10.1",,,"15.0",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-01-10","   20","   10","8.50"," 1647"," 1630","0.00",,"0.0","0.0",,"62","26","  510","  330",,,"  315",,"15.0",,,"20.8",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-01-11","    0","    0","7.83"," 2049"," 1514","0.00",,"0.0","0.0",,"66","28","  609","  180",,,"  225",,"13.0",,,"17.2",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-01-12","    0","    0","13.20"," 1549"," 1552","0.00",,"0.0","0.0",,"67","33","  610","   20",,,"  360",,"25.9",,,"34.4",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-01-13","    0","    0","8.50"," 0350"," 2222","0.00",,"0.0","0.0",,"63","32","  612","  320",,,"  180",,"13.0",,,"16.1",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-01-14","   10","    0","6.04"," 0251"," 1030","0.00",,"0.0","0.0",,"70","32","  612","  210",,,"  225",,"12.1",,,"15.0",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-01-15","   50","   80","10.74"," 1447"," 1503","0.00",,"0.0","0.0",,"71","38","  375","  190",,,"  180",,"21.9",,,"28.9",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-01-16","   80","  100","13.20"," 1546"," 1542","0.00",,"0.0","0.0",,"66","50","   87","  190",,,"  180",,"23.9",,,"30.0","    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-01-17","   60","   70","9.62"," 1650"," 1459","0.00",,"0.0","0.0",,"69","54","  345","  150",,,"  180",,"13.0",,,"18.3","    1","    1",,,,,,,,,,,,,"    1",,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-01-18","   50","   70","8.50"," 1407"," 1554","0.00",,"0.0","0.0",,"65","43","  258","   30",,,"   45",,"15.0",,,"24.2","    1","    1",,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-01-19","   10","   30","8.05"," 1446"," 1516","0.00",,"0.0","0.0",,"74","36","  618","  270",,,"  270",,"15.0",,,"19.5",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-01-20","    0","    0","11.41"," 2050"," 2309","0.00",,"0.0","0.0",,"83","39","  619","  180",,,"  180",,"21.0",,,"28.9",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-01-21","   30","   30","14.76"," 1547"," 1859","0.00",,"0.0","0.0",,"77","49","  621","  330",,,"  360",,"21.9",,,"32.2","    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-01-22","   40","   60","12.30"," 0152"," 0231","0.00",,"0.0","0.0",,"55","36","  455","   10",,,"  360",,"17.9",,,"30.0",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-01-23","   30","   10","8.05"," 1649"," 1605","0.00",,"0.0","0.0",,"57","30","  623","  140",,,"  135",,"14.1",,,"18.3",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-01-24","   80","   90","13.87"," 1050"," 0626","0.00",,"0.0","0.0",,"65","46","   27","  190",,,"  180",,"25.1",,,"31.1","    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-01-25","   20","   30","14.09"," 1450"," 1443","0.00",,"0.0","0.0",,"63","37","  605","  350",,,"  360",,"25.1",,,"34.4","    1",,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-01-26","   10","   20","16.11"," 1250"," 1502","0.00",,"0.0","0.0",,"55","35","  628","  350",,,"  360",,"25.1",,,"35.6",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-01-27","   10","    0","9.84"," 0151"," 0104","0.00",,"0.0","0.0",,"43","24","  629","   20",,,"   45",,"17.0",,,"26.4",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-01-28","    0","    0","15.88"," 1546"," 1428","0.00",,"0.0","0.0",,"72","33","  631","  190",,,"  180",,"21.0",,,"28.9",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-01-29","    0","    0","13.20"," 1150"," 1006","0.00",,"0.0","0.0",,"64","40","  633","   20",,,"   45",,"23.0",,,"32.2",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-01-30","    0","    0","8.95"," 1047"," 1605","0.00",,"0.0","0.0",,"68","32","  634","  140",,,"  180",,"15.0",,,"18.3",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-01-31","   60","   80","17.45"," 1150"," 1641","0.00",,"0.0","0.0",,"72","51","  202","  190",,,"  180",,"25.9",,,"34.4",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-02-01","   80","   90","15.21"," 1150"," 1149","0.00",,"0.0","0.0",,"72","61","   63","  190",,,"  180",,"23.9",,,"33.3",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-02-02","  100","  100","12.97"," 1253"," 1135","0.08",,"0.0","0.0",,"75","65","   56","  190",,,"  180",,"17.0",,,"24.2",,,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-02-03","  100","  100","11.41"," 2246"," 0336","0.98",,"0.0","0.0",,"67","60","    0","  220",,,"  180",,"19.9",,,"23.0","    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-02-04","   40","   40","8.28"," 0052"," 0016","0.00",,"0.0","0.0",,"71","53","  517","  190",,,"  180",,"17.0",,,"23.0","    1",,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-02-05","   90","  100","13.65"," 1633"," 1454","1.16",,"0.0","0.0",,"56","46","   20","  350",,,"  360",,"23.9",,,"30.0","    1",,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-02-06","   70","   90","12.97"," 0327"," 0212","0.00",,"0.0","0.0",,"50","39","  150","  320",,,"  315",,"23.0",,,"28.9","    1",,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-02-07","   70","  100","11.41"," 2248"," 2355","0.11",,"0.0","0.0",,"46","36","   20","  360",,,"  360",,"21.0",,,"26.4","    1",,,,,,,"    1",,,,,"    1",,"    1",,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-02-08","  100","  100","14.54"," 0250"," 0015","0.00",,"0.0","0.0",,"37","33","   11","  350",,,"  360",,"19.9",,,"27.5",,,,"    1",,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-02-09","  100","  100","14.76"," 1417"," 1434","0.16",,"0.8","0.0",,"34","30","    0","   10",,,"  360",,"19.9",,,"25.3","    1",,,"    1",,"    1",,,,,,,"    1","    1","    1",,"    1",,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-02-10","  100","  100","17.00"," 2350"," 0314","0.00",,"0.0","0.0",,"30","25","    0","  350",,,"  360",,"21.0",,,"25.3","    1",,,,,"    1",,,,,,,,"    1",,,"    1",,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-02-11","   40","   10","11.18"," 1023"," 0125","0.00",,"0.0","0.0",,"35","20","  620","  350",,,"  360",,"21.0",,,"23.0",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-02-12","  100","  100","7.83"," 0950"," 0504","0.00",,"0.0","0.0",,"34","28","   64","   20",,,"   45",,"12.1",,,"16.1",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-02-13","  100","  100","16.11"," 1547"," 1817","0.00",,"0.0","0.0",,"46","30","    0","  180",,,"  180",,"25.1",,,"35.6",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-02-14","   40","   40","16.11"," 0652"," 0621","0.00",,"0.0","0.0",,"53","34","  651","  330",,,"  315",,"30.0",,,"39.1","    1",,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-02-15","   40","   70","14.09"," 1250"," 2339","0.00",,"0.0","0.0",,"64","31","  645","  180",,,"  180",,"25.1",,,"35.6",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-02-16","   80","   90","15.43"," 0050"," 0052","0.00",,"0.0","0.0",,"80","56","  575","  190",,,"  180",,"25.9",,,"35.6","    1",,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-02-17","   10","    0","12.53"," 0950"," 1124","0.00",,"0.0","0.0",,"81","49","  665","  270",,,"  270",,"17.0",,,"24.2",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-02-18","   50","   70","12.30"," 1347"," 1426","0.00",,"0.0","0.0",,"85","49","  667","  220",,,"  225",,"19.9",,,"27.5",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-02-19","   80","   90","6.93"," 2148"," 1638","0.00",,"0.0","0.0",,"87","48","  661","  200",,,"  135",,"13.0",,,"19.5",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-02-20","   30","   10","14.32"," 1447"," 2012","0.00",,"0.0","0.0",,"76","38","  671","  350",,,"  360",,"23.9",,,"31.1",,,,,,,,"    1",,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-02-21","   70","   80","14.09"," 0152"," 0151","0.00",,"0.0","0.0",,"44","30","  663","  340",,,"  360",,"21.9",,,"26.4",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-02-22","   30","   10","9.62"," 0454"," 1135","0.00",,"0.0","0.0",,"62","33","  675","  350",,,"  360",,"14.1",,,"20.8",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-02-23","   10","   10","14.54"," 1047"," 1314","0.00",,"0.0","0.0",,"77","34","  677","  200",,,"  180",,"25.1",,,"34.4",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-02-24","   10","   10","8.72"," 0352"," 0320","0.00",,"0.0","0.0",,"68","44","  679","   20",,,"  360",,"16.1",,,"25.3",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-02-25","   10","    0","6.71"," 1650"," 1647","0.00",,"0.0","0.0",,"85","42","  681","  220",,,"  225",,"14.1",,,"18.3",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-02-26","    0","   10","6.71"," 0348"," 0410","0.00",,"0.0","0.0",,"88","49","  683","  200",,,"  180",,"13.0",,,"16.1",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-02-27","   40","   70","18.79"," 1247"," 1507","0.00",,"0.0","0.0",,"65","48","  422","  340",,,"  315",,"28.0",,,"35.6",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-02-28","   30","   40","15.43"," 1447"," 0814","0.00",,"0.0","0.0",,"52","34","  526","  340",,,"  360",,"23.9",,,"33.3",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-03-01","    0","    0","13.42"," 1347"," 1449","0.00",,"0.0","0.0",,"66","29","  689","  180",,,"  180",,"23.9",,,"32.2",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-03-02","   50","   60","8.50"," 0146"," 0113","0.00",,"0.0","0.0",,"76","45","  665","  190",,,"  180",,"15.0",,,"23.0",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-03-03","   80","  100","9.17"," 1247"," 0622","0.00",,"0.0","0.0",,"65","47","    0","   30",,,"   45",,"16.1",,,"19.5",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-03-04","   10","    0","8.95"," 1353"," 1341","0.00",,"0.0","0.0",,"71","43","  695","  330",,,"  315",,"17.0",,,"25.3",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-03-05","    0","    0","13.20"," 1347"," 1634","0.00",,"0.0","0.0",,"82","41","  696","  240",,,"  360",,"21.9",,,"28.9",,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1986-03-06","    0","    0","7.16"," 0523"," 0944","0.00",,"0.0","0.0",,"71","42","  699","  340",,,"   45",,"12.1",,,"15.0",,,,,,,,,,,,,,,,,,,,,
