"STATION","NAME","DATE","ACMH","ACSH","AWND","FMTM","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WESD","WSF1","WSF2","WSF5","WSFG","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV03"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-05-09",,,"13.87"," 1754"," 1857","0.09",,"0.0",,"75","84","65",,,"  140","  130",,,,"23.0","25.9",,,,"    1",,,,,"    1",,,,"    1",,,"    1",,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-05-10",,,"12.08"," 0440"," 0447","0.63",,"0.0",,"70","76","63",,,"   70","   70",,,,"29.1","34.0",,,,"    1",,,,,,,,,"    1",,,"    1",,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-05-11",,,"8.50"," 2009"," 2010","0.08",,"0.0",,"71","81","61",,,"  280","  280",,,,"31.1","34.9",,,,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-05-12",,,"9.17"," 0625"," 0631","0.00",,"0.0",,"72","79","64",,,"  340","  340",,,,"17.9","19.9",,,,,,,,,,,,,"    1",,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-05-13",,,"5.14"," 1836"," 1526","0.00",,"0.0",,"70","82","58",,,"  120","  150",,,,"10.1","14.1",,,,,,,,,,,,,"    1",,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-05-14",,,"12.75"," 2129"," 2129","0.00",,"0.0",,"76","88","63",,,"  140","  130",,,,"23.9","30.0",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-05-15",,,"15.88"," 1402"," 1401","0.00",,"0.0",,"83","91","74",,,"  180","  190",,,,"25.1","30.0",,,,"    1",,,,,"    1",,,,,,,"    1",,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-05-16",,,"16.11"," 2100"," 2100","0.00",,"0.0",,"82","89","74",,,"  150","  150",,,,"25.1","32.0",,,,,,,,,"    1",,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-05-17",,,"11.63"," 1918"," 1917","0.62",,"0.0",,"75","83","67",,,"   20","   30",,,,"29.1","34.0",,,"    1","    1",,,,,,,,,"    1",,,"    1",,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-05-18",,,"9.62"," 0941"," 0941","0.00",,"0.0",,"70","80","60",,,"   40","   30",,,,"19.9","23.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-05-19",,,"6.93"," 1821"," 1040","0.00",,"0.0",,"72","82","62",,,"  120","  150",,,,"15.0","17.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-05-20",,,"12.97"," 1514"," 1513","0.00",,"0.0",,"76","86","66",,,"  170","  170",,,,"23.9","30.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-05-21",,,"10.29"," 0839"," 0901","0.00",,"0.0",,"79","88","70",,,"  210","  200",,,,"19.9","23.0",,,,,,,,,,,,,"    1",,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-05-22",,,"10.51"," 1340"," 1340","0.00",,"0.0",,"81","91","71",,,"  180","  180",,,,"19.9","23.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-05-23",,,"10.07"," 0726"," 0722","0.12",,"0.0",,"78","87","68",,,"  360","   20",,,,"30.0","36.9",,,,"    1",,,,,,,,,"    1",,,"    1",,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-05-24",,,"6.26"," 0114"," 1044","0.00",,"0.0",,"75","86","63",,,"   30","   30",,,,"14.1","17.0",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-05-25",,,"7.16"," 0529"," 2156","1.59",,"0.0",,"77","89","64",,,"  310","   40",,,,"23.0","30.0",,"    1",,"    1",,,,,,,,,"    1",,,"    1",,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-05-26",,,"9.62"," 0729"," 0728","1.02",,"0.0",,"71","80","62",,,"   10","   20",,,,"34.0","40.9",,,,"    1",,,,,,,,,"    1",,,"    1",,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-05-27",,,"7.83"," 0725"," 0803","0.01",,"0.0",,"73","80","66",,,"   80","  100",,,,"16.1","17.9",,,,"    1",,,,,,,,,"    1",,,"    1",,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-05-28",,,"4.92"," 1500"," 1500","0.14",,"0.0",,"73","81","64",,,"  260","  250",,,,"17.9","21.0",,,,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-05-29",,,"7.83"," 1749"," 1748","0.14",,"0.0",,"76","86","66",,,"  190","  190",,,,"32.0","36.0",,"    1","    1","    1",,,,,,,,,"    1",,,"    1",,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-05-30",,,"8.72"," 0123"," 0122","0.88",,"0.0",,"79","90","67",,,"  260","  270",,,,"21.0","25.1",,,,"    1",,,,,,,,,"    1",,,"    1",,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-05-31",,,"12.75"," 1023"," 1022","0.00",,"0.0",,"81","88","73",,,"   50","   50",,,,"31.1","36.9",,,,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-06-01",,,"17.45"," 0918"," 0915","0.00",,"0.0",,"86","95","76",,,"  190","  190",,,,"28.0","32.0",,,,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-06-02",,,"13.20"," 0954"," 1226","0.00",,"0.0",,"84","92","75",,,"  190","  180",,,,"21.0","25.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-06-03",,,"13.20"," 1718"," 1731","0.00",,"0.0",,"83","91","75",,,"  160","  170",,,,"25.9","32.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-06-04",,,"16.78"," 1321"," 1717","0.00",,"0.0",,"84","92","75",,,"  180","  180",,,,"23.9","28.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-06-05",,,"17.45"," 1208"," 1323","0.00",,"0.0",,"86","94","77",,,"  180","  190",,,,"29.1","34.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-06-06",,,"13.42"," 0011"," 0914","0.00",,"0.0",,"84","91","76",,,"  170","  200",,,,"23.9","29.1",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-06-07",,,"9.62"," 1623"," 1315","0.00",,"0.0",,"85","92","77",,,"  120","  170",,,,"16.1","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-06-08",,,"9.62"," 1915"," 1913","0.00",,"0.0",,"82","91","72",,,"  140","  120",,,,"25.9","32.0",,,,,,,,,"    1",,,,"    1",,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-06-09",,,"10.96"," 1810"," 1806","0.00",,"0.0",,"82","90","73",,,"  160","  160",,,,"23.0","29.1",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-06-10",,,"11.18"," 1915"," 1914","0.01",,"0.0",,"82","91","72",,,"   80","   90",,,,"21.0","25.1",,,,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-06-11",,,"7.38"," 1919"," 1918","0.00",,"0.0",,"82","93","71",,,"   90","   80",,,,"21.9","25.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-06-12",,,"5.82"," 1439"," 1433","0.00",,"0.0",,"80","87","72",,,"   90","   80",,,,"17.9","23.0",,,,"    1",,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-06-13",,,"7.16"," 1617"," 1638","0.00",,"0.0",,"81","92","70",,,"   20","   10",,,,"21.0","23.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-06-14",,,"12.75"," 1639"," 1638","0.00",,"0.0",,"79","87","71",,,"   20","   20",,,,"21.9","25.1",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-06-15",,,"6.93"," 1609"," 1611","0.00",,"0.0",,"78","86","70",,,"   10","   20",,,,"16.1","17.9",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-06-16",,,"6.49"," 2347"," 2347","0.05",,"0.0",,"82","91","72",,,"   20","   20",,,,"23.0","28.0",,,,"    1",,,,,"    1",,,,"    1",,,"    1",,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-06-17",,,"9.84"," 2355"," 0325","0.00",,"0.0",,"75","82","68",,,"   30","   10",,,,"21.0","25.1",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-06-18",,,"8.72"," 0727"," 0725","0.00",,"0.0",,"77","86","68",,,"  100","  100",,,,"17.0","21.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-06-19",,,"10.29"," 0958"," 1119","0.00",,"0.0",,"80","91","68",,,"  190","  200",,,,"19.9","23.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-06-20",,,"8.95"," 1732"," 1731","0.05",,"0.0",,"81","89","72",,,"  140","  140",,,,"16.1","19.9",,,,,,,,,"    1",,,,"    1",,,"    1",,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-06-21",,,"6.49"," 1123"," 1122","0.14",,"0.0",,"79","85","73",,,"  150","  150",,,,"14.1","17.0",,,,,,,,,"    1",,,,"    1",,,"    1",,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-06-22",,,"9.17"," 1313"," 1312","0.42",,"0.0",,"81","89","73",,,"  170","  180",,,,"28.0","34.0",,"    1",,"    1",,,,,,,,,"    1",,,"    1",,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-06-23",,,"14.99"," 0912"," 1441","0.00",,"0.0",,"85","94","76",,,"  190","  200",,,,"23.9","28.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-06-24",,,"12.75"," 1929"," 1930","0.11",,"0.0",,"81","89","73",,,"   30","   20",,,,"30.0","36.9",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-06-25",,,"6.93"," 0102"," 0110","0.18",,"0.0",,"80","87","73",,,"  200","  190",,,,"17.0","17.9",,,,,,,,,,,,,"    1",,,"    1",,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-06-26",,,"11.63"," 1624"," 1608","0.00",,"0.0",,"84","95","73",,,"  180","  190",,,,"21.0","23.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-06-27",,,"16.78"," 0857"," 1329","0.00",,"0.0",,"88","95","80",,,"  200","  210",,,,"23.9","29.1",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-06-28",,,"14.09"," 1135"," 1134","0.00",,"0.0",,"88","96","80",,,"  200","  210",,,,"23.0","25.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-06-29",,,"11.41"," 1644"," 1644","0.03",,"0.0",,"86","93","79",,,"  180","  180",,,,"21.9","25.1",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-06-30",,,"15.43"," 1521"," 1605","0.00",,"0.0",,"85","92","77",,,"  170","  160",,,,"29.1","34.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-07-01",,,"20.13"," 1233"," 1235","0.00",,"0.0",,"87","96","77",,,"  170","  160",,,,"31.1","38.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-07-02",,,"17.90"," 1433"," 1432","0.00",,"0.0",,"87","96","78",,,"  180","  180",,,,"28.0","31.1",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-07-03",,,"13.42"," 1000"," 1023","0.00",,"0.0",,"86","95","77",,,"  180","  190",,,,"23.0","25.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-07-04",,,"9.62"," 1754"," 1754","0.00",,"0.0",,"85","94","76",,,"  140","  150",,,,"17.9","21.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-07-05",,,"8.72"," 1636"," 1624","0.00",,"0.0",,"85","94","75",,,"  150","  140",,,,"28.0","34.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-07-06",,,"6.04"," 2030"," 2030","0.00",,"0.0",,"87","98","75",,,"  190","  190",,,,"13.0","14.1",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-07-07",,,"4.03"," 1543"," 1539","0.04",,"0.0",,"86","98","74",,,"  110","  120",,,,"36.0","45.0",,,,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-07-08",,,"5.14"," 1747"," 1625","0.00",,"0.0",,"84","95","72",,,"  130","  100",,,,"14.1","21.9",,,,,,,,,,,,,"    1",,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-07-09",,,"9.84"," 2115"," 1430","0.00",,"0.0",,"87","96","77",,,"  160","  170",,,,"19.9","23.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-07-10",,,"8.05"," 1807"," 1806","0.73",,"0.0",,"82","86","77",,,"  340","  340",,,,"17.9","21.0",,"    1",,"    1",,,,,,,,,"    1",,,"    1",,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-07-11",,,"8.72"," 1913"," 1912","0.00",,"0.0",,"80","89","71",,,"   50","   50",,,,"16.1","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-07-12",,,"6.71"," 2017"," 2017","0.00",,"0.0",,"81","90","71",,,"  180","  180",,,,"13.0","16.1",,,,,,,,,,,,,"    1",,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-07-13",,,"6.49"," 1723"," 1746","0.00",,"0.0",,"83","93","72",,,"  180","  190",,,,"14.1","16.1",,,,,,,,,"    1",,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-07-14",,,"12.53"," 1801"," 1743","0.00",,"0.0",,"85","96","74",,,"  150","  160",,,,"21.0","25.1",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-07-15",,,"16.33"," 1544"," 1313","0.00",,"0.0",,"86","97","74",,,"  160","  190",,,,"23.9","32.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-07-16",,,"12.30"," 0828"," 1340","0.00",,"0.0",,"85","95","75",,,"  190","  180",,,,"21.0","23.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-07-17",,,"9.84"," 2123"," 1658","0.00",,"0.0",,"86","96","76",,,"  150","  120",,,,"17.0","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-07-18",,,"10.07"," 2122"," 2122","0.00",,"0.0",,"86","96","75",,,"  170","  170",,,,"21.9","25.1",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-07-19",,,"7.83"," 1222"," 1206","0.00",,"0.0",,"85","96","74",,,"  160","  200",,,,"17.0","25.1",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-07-20",,,"10.07"," 1854"," 2027","0.00",,"0.0",,"85","94","75",,,"  170","  160",,,,"19.9","23.9",,,,"    1",,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-07-21",,,"12.30"," 1607"," 1607","0.00",,"0.0",,"85","94","75",,,"  170","  170",,,,"25.9","31.1",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-07-22",,,"11.86"," 1618"," 0840","0.00",,"0.0",,"86","97","75",,,"  200","  220",,,,"19.9","25.1",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-07-23",,,"10.29"," 1629"," 1221","0.00",,"0.0",,"90","101","78",,,"  170","  210",,,,"15.0","23.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-07-24",,,"6.93"," 1642"," 1642","0.00",,"0.0",,"88","102","74",,,"  130","  130",,,,"15.0","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-07-25",,,"9.62"," 1828"," 1435","0.00",,"0.0",,"89","100","78",,,"  170","  230",,,,"16.1","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-07-26",,,"10.29"," 1412"," 1657","0.00",,"0.0",,"89","99","79",,,"  190","  200",,,,"16.1","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-07-27",,,"10.29"," 1511"," 1509","0.00",,"0.0",,"89","99","78",,,"  170","  160",,,,"17.0","23.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-07-28",,,"9.84"," 1604"," 1454","0.00",,"0.0",,"91","101","80",,,"  180","  170",,,,"16.1","21.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-07-29",,,"11.18"," 1455"," 1542","0.00",,"0.0",,"91","102","79",,,"  170","  170",,,,"17.9","21.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-07-30",,,"14.99"," 2108"," 2107","0.00",,"0.0",,"91","102","80",,,"  160","  160",,,,"21.0","23.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-07-31",,,"14.09"," 0127"," 1638","0.00",,"0.0",,"90","102","78",,,"  190","  170",,,,"21.0","25.1",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-08-01",,,"9.40"," 0035"," 0025","0.00",,"0.0",,"90","101","78",,,"  190","  180",,,,"17.0","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-08-02",,,"6.04"," 1702"," 1701","0.00",,"0.0",,"90","101","78",,,"  130","  130",,,,"14.1","15.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-08-03",,,"4.47"," 1626"," 1625","0.00",,"0.0",,"90","100","79",,,"  150","  150",,,,"19.9","23.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-08-04",,,"6.26"," 1230"," 1229","0.00",,"0.0",,"89","100","78",,,"   30","   40",,,,"16.1","23.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-08-05",,,"6.04"," 2118"," 2102","0.00",,"0.0",,"90","101","79",,,"   30","   30",,,,"17.0","21.9",,,,,,,,,"    1",,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-08-06",,,"7.61"," 2336"," 2147","0.00",,"0.0",,"91","103","79",,,"  170","  140",,,,"15.0","17.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-08-07",,,"9.84"," 1034"," 1400","0.00",,"0.0",,"92","103","81",,,"  190","  170",,,,"17.0","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-08-08",,,"9.40"," 0856"," 0322","0.00",,"0.0",,"92","104","80",,,"  220","  200",,,,"15.0","17.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-08-09",,,"10.07"," 2225"," 1504","0.00",,"0.0",,"93","105","81",,,"  180","  200",,,,"15.0","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-08-10",,,"11.18"," 2113"," 2233","0.00",,"0.0",,"95","107","82",,,"  170","  170",,,,"17.0","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-08-11",,,"12.08"," 1820"," 1635","0.00",,"0.0",,"93","104","82",,,"  180","  170",,,,"19.9","23.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-08-12",,,"14.99"," 1347"," 1425","0.00",,"0.0",,"94","106","82",,,"  180","  170",,,,"21.9","28.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-08-13",,,"7.16"," 0031"," 0031","0.00",,"0.0",,"92","100","84",,,"  190","  190",,,,"21.0","25.1",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-08-14",,,"7.61"," 1554"," 1540","0.00",,"0.0",,"90","103","77",,,"   50","   60",,,,"16.1","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-08-15",,,"8.50"," 0758"," 1410","0.00",,"0.0",,"89","100","78",,,"  120","  120",,,,"16.1","17.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-08-16",,,"6.71"," 1847"," 1159","0.00",,"0.0",,"87","100","73",,,"   90","  130",,,,"13.0","16.1",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-08-17",,,"5.59"," 1313"," 1502","0.00",,"0.0",,"87","100","73",,,"  150","  120",,,,"15.0","17.9",,,,,,,,,"    1",,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-08-18",,,"5.82"," 1144"," 1208","0.00",,"0.0",,"90","102","78",,,"  150","  160",,,,"13.0","16.1",,,,,,,,,"    1",,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-08-19",,,"7.61"," 1618"," 1617","0.00",,"0.0",,"93","105","80",,,"   50","   50",,,,"25.1","31.1",,,,"    1",,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-08-20",,,"7.83"," 1627"," 1626","0.00",,"0.0",,"88","100","76",,,"  340","  330",,,,"15.0","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-08-21",,,"6.71"," 1425"," 1423","0.00",,"0.0",,"86","99","73",,,"  110","  100",,,,"16.1","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-08-22",,,"8.05"," 1411"," 1410","0.00",,"0.0",,"89","100","78",,,"  170","  180",,,,"17.9","25.1",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-08-23",,,"10.51"," 1401"," 1321","0.00",,"0.0",,"91","99","82",,,"  150","  150",,,,"17.0","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-08-24",,,"5.82"," 1735"," 1734","0.00",,"0.0",,"91","101","81",,,"   80","   80",,,,"15.0","17.9",,,,"    1",,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-08-25",,,"5.59"," 1308"," 1308","0.00",,"0.0",,"88","103","73",,,"  120","  140",,,,"11.0","14.1",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-08-26",,,"8.95"," 1717"," 1007","0.00",,"0.0",,"93","106","80",,,"  190","  280",,,,"15.0","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-08-27",,,"10.07"," 1440"," 1440","0.00",,"0.0",,"90","99","81",,,"   20","   20",,,,"21.0","25.1",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-08-28",,,"7.16"," 1646"," 1532","0.00",,"0.0",,"91","103","79",,,"   90","  120",,,,"14.1","25.1",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-08-29",,,"8.05"," 1434"," 1433","0.00",,"0.0",,"89","101","77",,,"   70","   60",,,,"17.0","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-08-30",,,"5.14"," 1513"," 1415","0.00",,"0.0",,"88","99","76",,,"   70","   70",,,,"16.1","21.9",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-08-31",,,"7.83"," 1411"," 1638","0.00",,"0.0",,"89","99","78",,,"  100","   90",,,,"15.0","17.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-09-01",,,"9.40"," 1715"," 1710","0.00",,"0.0",,"85","96","73",,,"  120","  110",,,,"21.0","25.1",,,,,,,,,"    1",,,,,,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-09-02",,,"8.72"," 1554"," 1425","0.00",,"0.0",,"83","91","75",,,"   90","  130",,,,"17.0","21.9",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","1999-09-03",,,"8.05"," 1726"," 1724","0.00",,"0.0",,"86","97","74",,,"  190","  190",,,,"19.9","23.0",,,,,,,,,,,,,,,,,,,,,,
